43659,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43659,PO522145787,10-4020-000676,29825,279,5,985,985,5,16281,105041Vi84182,,20565.6206,1971.5149,616.0984,23153.2339,2011-06-07 00:00:00,1,2024.994,2024.994000,
43660,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43660,PO18850127500,10-4020-000117,29672,279,5,921,921,5,5618,115213Vi29411,,1294.2529,124.2483,38.8276,1457.3288,2011-06-07 00:00:00,1,419.4589,419.458900,
43661,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,32726.4786,3153.7696,985.553,36865.8012,2011-06-07 00:00:00,1,809.76,809.760000,
43662,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43662,PO18444174044,10-4020-000227,29994,282,6,482,482,5,10456,125295Vi53935,4,28832.5289,2775.1646,867.2389,32474.9324,2011-06-07 00:00:00,3,419.4589,1258.376700,
43663,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43663,PO18009186470,10-4020-000510,29565,276,4,1073,1073,5,4322,45303Vi22691,,419.4589,40.2681,12.5838,472.3108,2011-06-07 00:00:00,1,419.4589,419.458900,
43664,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43664,PO16617121983,10-4020-000397,29898,280,1,876,876,5,806,95555Vi4081,,24432.6088,2344.9921,732.81,27510.4109,2011-06-07 00:00:00,1,2039.994,2039.994000,
43665,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43665,PO16588191572,10-4020-000146,29580,283,1,849,849,5,15232,35568Vi78804,,14352.7713,1375.9427,429.9821,16158.6961,2011-06-07 00:00:00,2,20.1865,40.373000,
43666,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43666,PO16008173883,10-4020-000511,30052,276,4,1074,1074,5,13349,105623Vi69217,,5056.4896,486.3747,151.9921,5694.8564,2011-06-07 00:00:00,1,419.4589,419.458900,
43667,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43667,PO15428132599,10-4020-000646,29974,277,3,629,629,5,10370,55680Vi53503,,6107.082,586.1203,183.1626,6876.3649,2011-06-07 00:00:00,3,5.7,17.100000,
43668,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43668,PO14732180295,10-4020-000514,29614,282,6,529,529,5,1566,85817Vi8045,4,35944.1562,3461.7654,1081.8017,40487.7233,2011-06-07 00:00:00,3,874.794,2624.382000,
43669,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43669,PO14123169936,10-4020-000578,29747,283,1,895,895,5,15538,25877Vi80261,,714.7043,70.5175,22.0367,807.2585,2011-06-07 00:00:00,1,714.7043,714.704300,
43670,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43670,PO14384116310,10-4020-000504,29566,275,3,810,810,5,18017,105888Vi93490,,6122.082,587.5603,183.6126,6893.2549,2011-06-07 00:00:00,1,5.7,5.700000,
43671,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43671,PO13978119376,10-4020-000200,29890,283,1,855,855,5,13693,25904Vi70960,,8128.7876,780.8136,244.0042,9153.6054,2011-06-07 00:00:00,1,2146.962,2146.962000,
43672,8,2011-05-31 00:00:00,2011-06-12 00:00:00,2011-06-07 00:00:00,5,False,SO43672,PO13862153537,10-4020-000119,30067,282,6,464,464,5,3980,95915Vi20982,4,6124.182,587.6023,183.6257,6895.41,2011-06-07 00:00:00,6,5.7,34.200000,
